index,gender,is_car,is_reality,income_year,income_type,edu_type,marital status,house_type,is_mobile,is_email,job_type,family_size,credit
12053,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,3,1
12054,1,0,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,0
12055,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,4,0
12056,1,0,1,74700,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12057,1,0,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
12058,0,1,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,1
12059,1,0,0,112500,Commercial associate,Higher education,Married,With parents,1,0,Core staff,3,2
12060,1,0,1,180000,Working,Higher education,Married,House / apartment,1,1,Core staff,3,2
12061,1,1,1,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,Medicine staff,1,1
12062,1,0,1,225000,Commercial associate,Higher education,Separated,House / apartment,1,0,Sales staff,2,2
12063,0,1,1,202500,Pensioner,Higher education,Married,House / apartment,1,0,,2,1
12064,0,1,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,1
12065,1,0,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Medicine staff,2,2
12066,0,1,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,1
12067,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,0
12068,1,0,1,144000,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2,2
12069,1,0,1,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12070,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
12071,1,1,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,,3,2
12072,1,1,1,405000,Working,Incomplete higher,Civil marriage,House / apartment,1,0,Sales staff,2,1
12073,1,0,1,283500,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12074,0,1,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12075,1,0,1,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,0
12076,1,1,0,225000,Working,Secondary / secondary special,Widow,House / apartment,1,0,Laborers,1,1
12077,1,0,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12078,0,1,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,1
12079,1,0,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,Security staff,3,2
12080,0,1,1,225000,Working,Secondary / secondary special,Married,Rented apartment,1,0,,4,1
12081,0,1,0,202500,State servant,Secondary / secondary special,Married,With parents,1,0,Drivers,3,2
12082,1,0,1,135000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,1
12083,1,0,1,157500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Laborers,2,2
12084,1,0,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12085,1,1,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
12086,1,1,1,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,,2,2
12087,0,1,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,,3,2
12088,1,0,1,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12089,1,0,1,220500,Working,Secondary / secondary special,Separated,House / apartment,1,0,Core staff,1,2
12090,0,1,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,Realty agents,2,2
12091,1,0,1,180000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12092,0,1,0,112500,Commercial associate,Incomplete higher,Married,House / apartment,1,0,Laborers,2,1
12093,0,1,1,247500,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,High skill tech staff,2,2
12094,0,0,1,157500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Security staff,3,2
12095,1,1,1,126000,Working,Lower secondary,Married,With parents,1,0,Core staff,2,2
12096,1,0,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12097,0,1,0,135000,Pensioner,Higher education,Separated,House / apartment,1,0,,1,2
12098,0,1,1,360000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
12099,0,1,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,2,2
12100,1,1,1,292500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Realty agents,1,2
12101,0,1,1,180000,Pensioner,Higher education,Married,House / apartment,1,0,,2,1
12102,1,1,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12103,0,0,1,292500,Commercial associate,Higher education,Single / not married,Rented apartment,1,0,Sales staff,1,1
12104,1,0,1,216000,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,2
12105,1,1,1,153000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12106,1,1,1,720000,Commercial associate,Higher education,Separated,House / apartment,1,0,Managers,1,2
12107,1,0,1,144000,Working,Higher education,Civil marriage,House / apartment,1,1,Secretaries,3,2
12108,1,0,0,112500,Pensioner,Secondary / secondary special,Separated,Municipal apartment,1,0,,1,2
12109,0,0,1,72900,Pensioner,Lower secondary,Married,House / apartment,1,0,,2,2
12110,1,1,0,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,Core staff,1,2
12111,1,0,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,1
12112,0,1,1,180000,Working,Higher education,Married,House / apartment,1,0,Managers,4,2
12113,1,0,1,337500,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Accountants,2,2
12114,1,0,1,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2,2
12115,1,1,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2,2
12116,1,1,1,135000,Working,Higher education,Married,House / apartment,1,0,,3,1
12117,0,1,1,382500,Working,Higher education,Married,House / apartment,1,0,Laborers,2,1
12118,1,0,1,202500,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,Cooking staff,4,2
12119,0,0,1,562500,Working,Incomplete higher,Married,House / apartment,1,0,,3,2
12120,1,1,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,1
12121,1,0,0,153000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12122,1,1,0,265500,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,1
12123,0,1,1,270000,Commercial associate,Higher education,Married,House / apartment,1,0,Laborers,3,2
12124,0,1,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
12125,0,1,1,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,High skill tech staff,1,2
12126,1,0,1,103500,Working,Secondary / secondary special,Married,House / apartment,1,1,IT staff,2,2
12127,1,0,1,99000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12128,1,0,1,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12129,1,0,1,387000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12130,1,0,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,3,2
12131,1,0,0,225000,Working,Higher education,Separated,House / apartment,1,0,Laborers,1,1
12132,0,1,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,,3,2
12133,0,1,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,5,2
12134,0,1,0,112500,Working,Higher education,Married,House / apartment,1,0,High skill tech staff,4,2
12135,0,0,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,1
12136,0,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12137,1,1,1,180000,Working,Higher education,Married,House / apartment,1,0,,2,2
12138,1,0,1,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,Medicine staff,1,2
12139,1,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,HR staff,2,2
12140,0,0,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,3,1
12141,1,1,0,135000,Commercial associate,Lower secondary,Married,House / apartment,1,0,Laborers,2,2
12142,1,1,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,Core staff,2,1
12143,1,0,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,Sales staff,2,2
12144,1,1,1,135000,Working,Secondary / secondary special,Married,With parents,1,0,Private service staff,3,2
12145,0,1,1,171000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,Managers,3,0
12146,1,0,1,360000,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,2,2
12147,1,1,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12148,0,0,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,1
12149,1,0,1,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,2
12150,1,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12151,0,1,0,267750,Working,Higher education,Married,House / apartment,1,0,Laborers,2,2
12152,1,0,1,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12153,1,1,1,360000,Working,Higher education,Married,House / apartment,1,0,,2,2
12154,1,0,1,189000,Pensioner,Incomplete higher,Widow,House / apartment,1,0,,1,2
12155,1,0,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Security staff,2,2
12156,0,1,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,Managers,4,2
12157,1,0,1,90000,Working,Lower secondary,Single / not married,House / apartment,1,0,Core staff,1,2
12158,0,0,0,225000,Working,Higher education,Married,House / apartment,1,0,Managers,3,1
12159,0,1,0,225000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,,2,0
12160,1,1,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3,2
12161,0,1,1,315000,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,2,0
12162,1,0,0,135000,Working,Higher education,Married,House / apartment,1,0,Core staff,2,2
12163,1,0,1,126000,Working,Higher education,Married,House / apartment,1,0,Core staff,2,2
12164,1,0,1,148500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,0
12165,1,1,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12166,1,0,0,94500,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,,2,2
12167,1,0,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,,4,2
12168,1,1,1,135000,Pensioner,Higher education,Married,House / apartment,1,0,,2,2
12169,1,0,0,54000,Working,Higher education,Married,House / apartment,1,0,Medicine staff,2,1
12170,1,1,1,135000,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,2,2
12171,1,0,1,216000,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2,1
12172,0,0,0,112500,Pensioner,Higher education,Married,House / apartment,1,0,,2,1
12173,1,0,1,157500,State servant,Higher education,Separated,House / apartment,1,0,,1,2
12174,1,0,1,274500,Working,Higher education,Civil marriage,House / apartment,1,0,,2,0
12175,1,0,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1,2
12176,0,0,1,450000,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,4,2
12177,0,1,1,166500,Working,Higher education,Single / not married,House / apartment,1,1,IT staff,1,0
12178,1,0,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1,1
12179,1,0,0,94500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,2
12180,0,1,1,180000,Working,Incomplete higher,Single / not married,House / apartment,1,0,Laborers,1,2
12181,1,0,1,202500,Working,Higher education,Married,House / apartment,1,0,Accountants,2,2
12182,1,0,1,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,2
12183,1,0,1,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,,4,2
12184,1,0,0,135000,State servant,Higher education,Single / not married,House / apartment,1,0,Accountants,1,2
12185,0,0,1,135000,Commercial associate,Higher education,Separated,House / apartment,1,0,,1,2
12186,0,1,0,292500,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,0
12187,1,1,0,202500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,6,2
12188,1,1,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,,2,2
12189,1,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12190,1,0,1,225000,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,2,2
12191,1,0,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,High skill tech staff,1,1
12192,0,1,1,126000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12193,0,1,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12194,1,0,1,202500,Working,Incomplete higher,Single / not married,House / apartment,1,0,Core staff,1,1
12195,1,0,1,265500,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,4,1
12196,1,0,1,90000,Working,Secondary / secondary special,Separated,House / apartment,1,0,,1,2
12197,1,0,1,126000,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,,2,0
12198,1,0,0,387000,Commercial associate,Higher education,Married,House / apartment,1,0,,3,0
12199,0,1,1,103500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,1
12200,1,0,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12201,1,0,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Secretaries,2,0
12202,1,0,1,157500,State servant,Secondary / secondary special,Married,House / apartment,1,1,Managers,4,2
12203,1,0,1,90000,Working,Secondary / secondary special,Separated,House / apartment,1,0,Laborers,3,2
12204,1,1,1,315000,Working,Higher education,Married,House / apartment,1,1,,2,2
12205,1,0,0,54000,Working,Higher education,Married,House / apartment,1,0,Medicine staff,2,1
12206,0,0,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,2
12207,0,0,0,405000,Working,Secondary / secondary special,Married,Office apartment,1,0,,4,2
12208,1,0,1,292500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12209,0,1,0,247500,State servant,Higher education,Married,With parents,1,1,Core staff,2,2
12210,1,0,1,148500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,1
12211,1,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12212,1,0,1,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12213,1,0,1,270000,Working,Higher education,Married,House / apartment,1,0,,2,2
12214,0,0,0,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,0
12215,0,0,1,364500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12216,1,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12217,0,0,1,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12218,1,0,1,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
12219,0,1,1,225000,Working,Higher education,Married,House / apartment,1,0,Laborers,2,1
12220,1,0,1,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1,1
12221,0,0,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Sales staff,1,2
12222,1,0,0,81000,State servant,Higher education,Married,With parents,1,0,Core staff,3,0
12223,1,0,1,211500,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
12224,1,1,1,225000,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,3,2
12225,1,1,1,157500,Pensioner,Higher education,Married,House / apartment,1,0,,2,2
12226,1,0,1,315000,Working,Secondary / secondary special,Married,House / apartment,1,0,Private service staff,2,2
12227,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Cooking staff,2,1
12228,1,1,1,360000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Accountants,2,2
12229,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,3,1
12230,1,0,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,High skill tech staff,3,2
12231,1,1,1,315000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Managers,4,2
12232,1,0,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,1
12233,1,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
12234,0,1,1,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
12235,0,1,0,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,IT staff,2,1
12236,1,0,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,3,1
12237,1,0,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,3,2
12238,1,0,1,360000,State servant,Secondary / secondary special,Widow,House / apartment,1,0,Core staff,1,0
12239,1,0,0,135000,Pensioner,Higher education,Widow,House / apartment,1,0,,1,1
12240,0,0,1,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12241,0,0,1,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,,1,2
12242,0,1,1,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Waiters/barmen staff,1,2
12243,1,1,1,157500,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,2,0
12244,0,0,1,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,Core staff,2,2
12245,1,0,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
12246,1,0,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
12247,0,1,0,337500,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,2
12248,1,0,1,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1,2
12249,0,1,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12250,1,0,0,76500,State servant,Secondary / secondary special,Single / not married,With parents,1,0,Medicine staff,1,1
12251,1,0,1,126000,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2,2
12252,1,0,1,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,1
12253,1,0,1,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Medicine staff,1,1
12254,1,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,1
12255,0,1,1,427500,Working,Higher education,Married,House / apartment,1,0,Managers,3,1
12256,1,0,0,270000,State servant,Higher education,Married,House / apartment,1,0,Accountants,2,1
12257,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12258,1,1,0,270000,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,2
12259,1,0,0,265500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12260,1,0,1,157500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2,1
12261,0,1,1,405000,State servant,Higher education,Married,House / apartment,1,0,Managers,3,2
12262,1,0,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,3,2
12263,1,1,0,121500,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2,2
12264,0,1,0,270000,Working,Higher education,Married,House / apartment,1,0,Managers,2,1
12265,0,1,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,2,2
12266,1,0,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Core staff,1,2
12267,0,0,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1,2
12268,1,0,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,4,2
12269,1,1,1,315000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,Laborers,1,1
12270,1,0,1,229500,State servant,Higher education,Married,House / apartment,1,0,,3,1
12271,1,0,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12272,1,0,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,1,Laborers,2,1
12273,0,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,Drivers,3,2
12274,1,1,0,315000,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,2,1
12275,1,1,0,135000,Working,Secondary / secondary special,Civil marriage,With parents,1,0,Sales staff,2,1
12276,0,0,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,3,2
12277,1,0,1,166500,Working,Secondary / secondary special,Widow,House / apartment,1,0,,1,2
12278,1,1,1,202500,State servant,Higher education,Single / not married,House / apartment,1,0,,1,1
12279,0,0,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,0
12280,0,0,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,Laborers,2,1
12281,0,0,0,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,,1,1
12282,1,0,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Private service staff,2,1
12283,1,0,0,337500,Working,Higher education,Widow,House / apartment,1,1,Sales staff,1,2
12284,0,1,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
12285,0,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12286,1,0,1,45000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
12287,1,0,1,270000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Laborers,2,2
12288,1,0,0,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,Core staff,1,2
12289,1,1,0,81000,Working,Higher education,Married,House / apartment,1,0,Sales staff,4,2
12290,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,High skill tech staff,2,1
12291,1,0,1,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,2,2
12292,0,1,1,135000,State servant,Higher education,Married,House / apartment,1,1,Core staff,3,0
12293,0,1,1,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,Managers,1,2
12294,0,1,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,,3,0
12295,1,1,0,157500,State servant,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12296,1,1,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2,2
12297,0,0,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,1
12298,0,0,1,135000,Working,Secondary / secondary special,Married,With parents,1,0,Laborers,2,1
12299,0,0,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Laborers,2,2
12300,1,0,1,216000,Working,Higher education,Single / not married,House / apartment,1,0,Core staff,2,2
12301,0,0,0,180000,Working,Higher education,Married,House / apartment,1,0,Laborers,2,2
12302,1,0,0,85500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,0
12303,0,1,1,157500,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,,1,2
12304,1,0,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12305,1,0,1,292500,Working,Higher education,Married,House / apartment,1,0,,2,2
12306,1,1,1,126000,Working,Higher education,Married,House / apartment,1,0,Managers,5,2
12307,0,1,1,112500,Working,Higher education,Married,House / apartment,1,1,Accountants,3,1
12308,1,0,0,171000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12309,1,1,0,162000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
12310,1,1,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12311,0,1,0,247500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Drivers,3,1
12312,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,0
12313,0,1,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
12314,1,1,1,247500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,Laborers,3,1
12315,1,0,1,126000,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3,2
12316,1,0,0,126000,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,4,2
12317,1,0,1,101250,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,1
12318,0,0,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,2
12319,0,1,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,0
12320,0,1,1,211500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12321,1,0,1,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12322,0,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,4,1
12323,1,1,1,391500,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,1
12324,0,0,1,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Core staff,1,1
12325,1,0,1,337500,Working,Higher education,Widow,House / apartment,1,0,Accountants,1,2
12326,1,0,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Cleaning staff,1,2
12327,0,1,1,225000,Pensioner,Higher education,Married,House / apartment,1,0,,2,1
12328,1,0,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,,3,2
12329,1,0,1,99000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
12330,1,0,1,90000,Pensioner,Higher education,Married,House / apartment,1,0,,2,2
12331,1,0,0,67500,Working,Secondary / secondary special,Married,With parents,1,0,Cooking staff,2,1
12332,1,0,1,193500,Working,Higher education,Single / not married,House / apartment,1,0,Laborers,1,2
12333,1,0,1,171000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,0
12334,0,1,1,180000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,2
12335,0,1,0,405000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,3,2
12336,1,0,0,225000,Working,Higher education,Single / not married,House / apartment,1,0,Laborers,1,1
12337,1,0,1,225000,Working,Higher education,Widow,House / apartment,1,0,Sales staff,1,2
12338,0,1,1,360000,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,3,2
12339,0,1,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,1
12340,1,0,1,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,1
12341,1,1,0,67500,State servant,Higher education,Married,House / apartment,1,0,High skill tech staff,3,1
12342,1,0,1,81000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,1
12343,0,1,1,180000,Working,Higher education,Married,House / apartment,1,0,,2,2
12344,1,0,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Waiters/barmen staff,2,2
12345,0,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,Laborers,3,2
12346,0,1,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
12347,1,0,0,157500,Working,Higher education,Single / not married,House / apartment,1,0,Accountants,2,2
12348,0,1,0,337500,Working,Secondary / secondary special,Single / not married,With parents,1,0,Core staff,1,2
12349,1,1,1,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,2
12350,1,1,0,157500,Working,Higher education,Married,House / apartment,1,0,Sales staff,3,0
